,Unnamed: 0,Review Date,Source,Location,Address,City,State,ZIP,Star Rating,Author,URL,Feedback,Original Feedback Language (if not English),Engagement Response,Processed_Feedback,Negative_Score,Neutral_Score,Positive_Score,Compound_Score,Feedback_Categories
1552,1552,07/25/21,Google,94006 SCRANTON,74 Viewmont Mall   -,Scranton,PA,18508,5,Jennie Lyn,https://maps.google.com/maps?cid=6100249516688149218,It was so good!!!,--,--,,0.0,0.0,0.0,0.0,Neutral
1560,1560,07/25/21,Google,78035 MURRYSVILLE,4920 William Penn Highway   -,Murrysville,PA,15668,5,Jerome Murray III,https://maps.google.com/maps?cid=17802507282990941944,"The waiter was great!  He apologized multiple times for drinks taking a long time for refills bit they were under staffed.  Food was excellent.  We had the big sampler, ribs, and the whiskey burger and all was perfect.",--,--,time drink time refill bit food,0.0,1.0,0.0,0.0,Neutral
1565,1565,07/25/21,Google,94093 JENKINTOWN,323 Old York Road   -,Jenkintown,PA,19046,4,Azh5318,https://maps.google.com/maps?cid=5586304420727547197,Pretty nice place. Busy at times. Staff is friendly AF. Alcohol is on point. I don't like the lime chicken though.,--,--,place time staff alcohol point lime chicken,0.0,1.0,0.0,0.0,Neutral
1571,1571,07/25/21,Google,80084 YPSILANTI,3819 Carpenter Road   -,Ypsilanti,MI,48197,4,Scott Earl,https://maps.google.com/maps?cid=8265790143418612826,"Great quesodilla burgers.  Had to wait because they messed up my order,  but they made amends by giving me a tasty meal.  Good service.",--,--,quesodilla order amend service,0.0,1.0,0.0,0.0,Neutral
1610,1610,07/25/21,Google,80072 MADISON HEIGHTS,1275 West 14 Mile Road   -,Madison Heights,MI,48071,1,Frederick Lee,https://maps.google.com/maps?cid=9571238272507607555,The ABSOLUTE WORST service I've EVER received at an Applebee's restaurant.  HORRIBLE.  We waited 15 to be seated at a half empty restaurant.  When we were finally seated it took another 15 minutes b4 anybody took our order with a half apology for the wait. The only reason I didn't walk out was because it was so close to my hotel.,--,--,service restaurant restaurant minute order half apology reason hotel,0.0,0.87,0.13,0.0516,Neutral
1613,1613,07/25/21,Google,92077 BAY CITY,3500 Wilder Road   -,Bay City,MI,48706,4,Brent Mckeon,https://maps.google.com/maps?cid=13522178041394335308,Great food,--,--,food,0.0,1.0,0.0,0.0,Neutral
1622,1622,07/25/21,Google,94094 EAST NORRITON,2710 Dekalb Pike   -,East Norriton,PA,19401,5,Pat Benedict,https://maps.google.com/maps?cid=1688969327791015901,Good food. Clean place.,--,--,food place,0.0,1.0,0.0,0.0,Neutral
1623,1623,07/25/21,Google,83089 GRAND HAVEN,680 N. Beacon Boulevard   -,Grand Haven,MI,49417,5,brian weems,https://maps.google.com/maps?cid=15642952947674355373,Food and Service were excellent! Drinks good bartender amazing! Hours are wrong tho. They are only open til 11pm NOT 12am. Don't get mad at them though they are short staffed and doing the best they can.,--,--,food bartender hour tho good,0.0,0.58,0.42,0.4404,Positive
1633,1633,07/25/21,Google,80081 HOWELL,3949 E. Grand River Ave.   -,Howell,MI,48843,5,Neelie B,https://maps.google.com/maps?cid=13201008865726377567,"Ask for Peter,he's the best!!!
Accurate,persable and friendly!
Peter did everything right ensuring accuracy and timing of food and refills
The manager even did a stop by.
Food was good and hot!",--,--,accuracy food manager food,0.0,1.0,0.0,0.0,Neutral
1641,1641,07/25/21,Google,84002 S-CHARLOTTE,1642 Packard Hwy.   -,Charlotte,MI,48813,2,John Owens,https://maps.google.com/maps?cid=1956932084306708362,Understaffed.,--,--,,0.0,0.0,0.0,0.0,Neutral
1646,1646,07/25/21,Google,80089 LYON TOWNSHIP,30686 Lyon Center Drive   -,New Hudson,MI,48165,1,Dianne Kleebs,https://maps.google.com/maps?cid=2861805681774723709,"Service really slow. People came in after us and got their food before us. We got the extras bacon on our burger for $1each...the bill came and they charged us each $1.49, then a misc charge for $1.99, that they couldn't tell us what for. Then microwaved the birthday dessert and burned it. It smelled horrible. I brought it to the attention of the manager and it fell on deaf ears.  Manager wasn't accommodating at all. We were there 2 hours!",--,--,service people food birthday dessert attention manager ear manager hour,0.0,1.0,0.0,0.0,Neutral
1651,1651,07/25/21,Google,76007 UNIONTOWN,102 Walmart Drive   -,Uniontown,PA,15401,5,Geraldine Roland,https://maps.google.com/maps?cid=12321037513709524657,"BBQ ribs were delicious.
Didn't like the cole slaw.
Onion rings were good. Needed sauce on the side. Chicken strips were good. French fries were good.",--,--,onion ring sauce side chicken fry,0.0,1.0,0.0,0.0,Neutral
1652,1652,07/25/21,Google,96071 CRANBERRY,1685 Route 228   -,Cranberry Twp,PA,16066,4,Rachel Martin,https://maps.google.com/maps?cid=2890443059169343497,Food was typical. Service was good. The place was busy but our waiter was still attentive.,--,--,service place waiter,0.0,1.0,0.0,0.0,Neutral
1654,1654,07/25/21,Google,83082 ALPINE,3851 Alpine Ave NW   -,Comstock Park,MI,49321,5,Patti McConnell,https://maps.google.com/maps?cid=3736908864242765116,"Haven't been to Applebee's in a long time. The food was delicious. Our server, Dan, was on top of things and just the right amount of attentiveness.",--,Welcome Back Patti!!!  Thank you for the feedback about Dan and the 5 stars!  I hope you come back again real soon!,time food server thing amount attentiveness,0.0,1.0,0.0,0.0,Neutral
1660,1660,07/25/21,Google,79074 CHAMBERSBURG,1050 Wayne Avenue   -,Chambersburg,PA,17201,5,eric whiting,https://maps.google.com/maps?cid=1201427145580483492,Waitress is excellent. Food is delicious.  Short wait for being short staffed.,--,--,short,0.0,1.0,0.0,0.0,Neutral
1663,1663,07/25/21,Google,84050 THORNTON,297 East 120th Avenue   -,Thornton,CO,80233,5,Terri Harper,https://maps.google.com/maps?cid=14211106872441910216,Very nice waiter great food,--,--,waiter food,0.0,1.0,0.0,0.0,Neutral
1682,1682,07/25/21,Google,80081 HOWELL,3949 E. Grand River Ave.   -,Howell,MI,48843,5,Wes Jourden,https://maps.google.com/maps?cid=13201008865726377567,"Very friendly staff, our Waitress was Alex and she was on her game! Never ran out of drinks. The good food you expect from Applebee's.",--,--,food applebee,0.0,1.0,0.0,0.0,Neutral
1700,1700,07/25/21,Google,84048 WESTLAND,10625 West Colfax   -,Lakewood,CO,80226,1,owensfamilyarvada,https://maps.google.com/maps?cid=7123878056159213281,"The, I am assuming. manager yelled at a member of the wait staff until she cried. Yelled at the kitchen staff, and yelled at a door dash person for over an hour.

It was aweful",--,--,manager member dash person hour,0.0,1.0,0.0,0.0,Neutral
1703,1703,07/25/21,Google,80071 CHESTERFIELD,27851 23 Mile Road   -,Chesterfield,MI,48051,1,Erika Hopkins,https://maps.google.com/maps?cid=9141224409306370609,Got sat at table waited 15 min no server. People came in after us got waited on rite away. We asked if we could have a booth instead of table was told be right back. 5 more minutes pass no one came back. We left went to Eagles Bar & Grill got seated immediately and waited on rite away!,--,--,table server people booth table,0.0,1.0,0.0,0.0,Neutral
1705,1705,07/25/21,Google,80081 HOWELL,3949 E. Grand River Ave.   -,Howell,MI,48843,3,Jeanette Hickey,https://maps.google.com/maps?cid=13201008865726377567,"tough steak & alot of things that we wanted they were  all out of.
Wait awhile before returning",--,--,thing,0.0,1.0,0.0,0.0,Neutral
1710,1710,07/25/21,Google,84059 GRAND JUNCTION,711 Horizon Drive   -,Grand Junction,CO,81506,5,Maxine Mauth,https://maps.google.com/maps?cid=9788549643200518876,Waitress was very good.,--,--,,0.0,0.0,0.0,0.0,Neutral
1724,1724,07/25/21,Google,94089 ROOSEVELT,9142 Roosevelt Blvd.   -,Philadelphia,PA,19115,1,BARB B,https://maps.google.com/maps?cid=5958067648943681182,"Curbside pick up. Horrible experience. Partly to blame is the call center who took my order and the other part- the cook. I cant tell to what extent because the only receipt I got was the one taped to the bag which doesn't show how I wanted things made. Classic combo app was to be with buffalo wings but I got hard, over cooked bbq. I paid for extra ranch dressing for the wings, which went to waste b/c I didn't get buffalo wings. The quesadillas in the combo were supposed to to be no pico but they had pico in them. The bourbon street steak was to be medium rare, no mushrooms, no onions, with extra garlic butter. It came charred to a crisp on the outside with mushrooms and onions. The side of loaded garlic mashed was bland, no flavor at all. I requested they take back the steak and remove it from the bill. They took back the steak and I have to wait for a refund which is not right! I asked they just remake the quesadillas. The manager came out but not with my quesadillas. They hadn't even started to remake them so the rest of my food was ice cold by the time I got home. This is not the first time I have had a problem with this location but it will be the last time I ever go to any Applebee's ever again.",--,"I am sorry about what happened with your visit and would like to hear more about your experience. If you could reach out to me at Bill.Reed@therosegroup.com with your name and email or phone number, it would be appreciated.  ",experience call center order part cook extent receipt bag thing combo app wing ranch wing waste wing pico mushroom onion butter mushroom onion manager rest food ice time time problem location time,0.155,0.845,0.0,-0.6705,Negative
1725,1725,07/25/21,Google,83079 BATTLE CREEK,5775 Beckley Road   -,Battle Creek,MI,49015,5,Cat ninga No more names,https://maps.google.com/maps?cid=1598738692624718297,Tastey,--,--,,0.0,0.0,0.0,0.0,Neutral
1726,1726,07/25/21,Google,80073 COMMERCE,455 Haggerty Hwy.   -,Commerce Township,MI,48390,4,Colleen White,https://maps.google.com/maps?cid=16744343174116201382,"Order Carside to Go tonight. Once home I realized my Orential Chicken salad was missing. After calling the restaurant 4 times I reached a team member. I explained my situation and was told a manager would be right with me. After a brief hold, she returned to the line and asked me to call back in 10 minutes because the manager was busy. I complied. After 3 attempts calling the restaurant  I spoke with Tameka who said the manager would be right with me. She returned to the line asking me to call back in 10 minutes because the manager was busy! I stated that I had already called back. I just want a refund at this point. Tameka said I could either call back or come into the restaurant. Unacceptable! I then asked  for the manager's name. Tameka said, ""I don't know his name."" REALLY?!?!? NEVER returning to this joke of a restaurant!!!",--,--,order salad restaurant time team member situation manager line minute manager attempt restaurant manager line minute manager refund point restaurant name,0.0,1.0,0.0,0.0,Neutral
1745,1745,07/25/21,Google,77097 LIVONIA,13301 Middlebelt Rd   -,Livonia,MI,48150,1,Victor Washington,https://maps.google.com/maps?cid=17197123649743016557,"I wish l did not have to do this,  but here l go.
I have my own business so l understand the importance of quality customer service.
I'm not tech savvy,  so I'm not up to speed on ordering online. I went inside to get assistance.  (7/25/2021 5:50pm) The first young lady l talked to blew me off when l asked for assistance with placing a to go order.  Her co-worker (young man probably 19-20) heard my distress and volunteered to help me. He went to the back to ask one of the ladies if they wild help me. Little did they know,  l could hear their whole conversation.  The manager was rude,  but he was persistent with getting me some assistance.  When he returned,  l gladly tipped him for lobbying on my behalf. The same manager that needs more training came from the back and pretended like she had no clue what l wanted. I did not have the patience to put myself in a position to be belittled because I'm not up to speed with online ordering.  So l left and drive across the street to OUTBACK and received the level of customer service that l happily give to my customers. Sadly this is another place (OUTBACK Livonia) that l will not ever patronize again.",--,--,business importance quality customer service tech ordering assistance lady assistance order man distress lady conversation manager assistance behalf manager training clue patience position street outback level customer service customer place,0.1,0.826,0.074,-0.2263,Negative
1751,1751,07/25/21,Google,98075 WEST BRANCH,2992 Cook Road   -,West Branch,MI,48661,4,Brenda Gibson,https://maps.google.com/maps?cid=11652640807624406006,We ate at the bar because they still have booths closed.  The waitress was nice,--,--,bar booth,0.0,1.0,0.0,0.0,Neutral
1765,1765,07/25/21,Google,84000 S-PLAINWELL,1243 Hwy. M-89   -,Plainwell,MI,49080,3,Shan Szu,https://maps.google.com/maps?cid=8760447179148142837,Food is plain.,--,--,food,0.0,1.0,0.0,0.0,Neutral
1782,1782,07/25/21,Google,94093 JENKINTOWN,323 Old York Road   -,Jenkintown,PA,19046,4,Jackie “Dataxlady” Griffin,https://maps.google.com/maps?cid=5586304420727547197,Other then having to wait for silverware & my chicken was dry. Everything else was average.,--,--,silverware chicken average,0.0,1.0,0.0,0.0,Neutral
1789,1789,07/25/21,Google,83089 GRAND HAVEN,680 N. Beacon Boulevard   -,Grand Haven,MI,49417,5,Lance Devenport,https://maps.google.com/maps?cid=15642952947674355373,Awesome food great service,--,--,service,0.0,1.0,0.0,0.0,Neutral
1799,1799,07/25/21,Google,94089 ROOSEVELT,9142 Roosevelt Blvd.   -,Philadelphia,PA,19115,1,Barbara Breves,https://maps.google.com/maps?cid=5958067648943681182,"Curbside pick up. Horrible experience. Partly to blame is the call center who took my order and the other part- the cook. I cant tell to what extent because the only receipt I got was the one taped to the bag which doesn't show how I wanted things made. Classic combo app was to be with buffalo wings but I got hard, over cooked bbq. I paid for extra ranch dressing for the wings, which went to waste b/c I didn't get buffalo wings. The quesadillas in the combo were supposed to to be no pico but they had pico in them. The bourbon street steak was to be medium rare, no mushrooms, no onions, with extra garlic butter. It came charred to a crisp on the outside with mushrooms and onions. The side of loaded garlic mashed was bland, no flavor at all. I requested they take back the steak and remove it from the bill. They took back the steak and I have to wait for a refund which is not right! I asked they just remake the quesadillas. The manager came out but not with my quesadillas. They hadn't even started to remake them so the rest of my food was ice cold by the time I got home. This is not the first time I have had a problem with this location but it will be the last time I ever go to any Applebee's ever again.",--,"I am sorry about what happened with your visit and would like to hear more about your experience. If you could reach out to me at Bill.Reed@therosegroup.com with your name and email or phone number, it would be appreciated.  ",experience call center order part cook extent receipt bag thing combo app wing ranch wing waste wing pico mushroom onion butter mushroom onion manager rest food ice time time problem location time,0.155,0.845,0.0,-0.6705,Negative
1824,1824,07/25/21,Google,96066 MARQUETTE,2902 US Hwy. 41   -,Marquette,MI,49855,3,Melissa Peterson,https://maps.google.com/maps?cid=12140642066805470863,"The service was good, but the food was just ok.",--,--,service food,0.0,1.0,0.0,0.0,Neutral
1846,1846,07/25/21,Google,75094 WARREN,2725 Market Street   -,Warren,PA,16365,5,Jim Toner,https://maps.google.com/maps?cid=15826354229856860824,Great food and friendly service.,--,--,food service,0.0,1.0,0.0,0.0,Neutral
